C_Name,P_Name,P_id,Sal,Sal1,Sal2,Sal_Avg,Work_Year,Description
酷狗音乐,ZBBU-数据分析师,4391477,15k-30k,15,30,22.5,3-5年,"年终奖,发展空间大,员工旅游,绩效奖金工作职责:1、负责产品相关场景的数据体系建设和维护，并对细分人群用户画像、生命周期等数据进行分析并输出对应策略和建议；2、快速响应数据需求，通过现有的数据系统和提数平台获取数据并输出数据模型和分析报告；3、负责日常业务数据指标的梳理和监控，推进业务报表和数据监控自动化产品的落地；4、通过专题分析，定期对业务问题进行深入探讨，为运营决策、产品方向、营销策略提供数据支持；5、优化现有数据内容输出的流程，提升数据监控和相关数据运营的效率和精准性；6、形成一套完整有效的数据分析方法论，并在团队内进行分享和互动。任职资格:1、三年或以上互联网数据运营或数据分析从业经历，统计、数学、计算机专业等本科以上学历；2、具有扎实的统计学、数据分析、数据挖掘基础。熟练掌握HIVE、SQL等相关数据提取工具技能，可熟练通过SQL独立完成相应数据分析需求，熟练掌握至少一种数据分析工具（SPSS、Python、R等），有一定的编程功底；3、有不少2年的模型构建实操经验，丰富的数据模型建立和数据化运营经验，能够搭建根据业务数据和场景需求的定制化指数模型。熟悉决策树、聚类、逻辑回归，关联分析、SVM，贝叶斯等数据挖掘算法优先；4、有丰富的跨团队、部门的项目资源整合能力，能够独立开展研究项目。"
掌贝（云移科技）,数据分析,4490677,7k-14k,7,14,10.5,3-5年,发展空间大岗位职责：1. 定期输出：定期输出日报、周报、月报、季度报告、年度报告等。2. 监控模型：制定针对线下实体店铺、服务商的数据监控模型，监测并分析各数据指标，及时发现问题，并制定解决战略3. 商户分析：利用掌贝大数据，分析总结商户属性及行业特征，为不同类型的商户提供相应的运营策略；4. 营销分析：利用掌贝大数据，分析总结各营销活动的落地、效果，不断完善落地模型5. 调研分析：利用数据表达线上线下调研结果任职资格：1. 统计学和数学系相关专业本科以上学历；2. 精通EXCEL函数，可独立完成数据可视化及项目分析报告3. 熟练使用爬虫软件或Python爬虫；熟悉R、SPSS、Python等至少一种数据分析软件；4. 熟练掌握各种统计方法，包括关联分析、回归分析、因子分析、聚类分析、多元统计分析等应用分析技术；5. 有大数据分析经验者优先;6. 对店铺运营有较全面了解，熟悉店铺运营优化；7. 高度认可互联网行业文化，责任心强，主观能动性强，能承受较大的工作压力。
柏视医疗,数据分析师,4283096,10k-20k,10,20,15.0,1-3年,"医疗健康,顶级团队,人工智能,高成长岗位职责：1、参与合作医院的研究项目的方案设计；2、根据项目需求，建立医疗数据研究分析模型；3、完成合作医院研究项目的数据分析工作并撰写统计分析报告；4、为其他部门提供统计分析支持。岗位要求：1、有医疗数据管理、数据处理、数据分析、数据建模等经验优先；2、统计学、生物统计、生物医学，医学统计等相关背景优先；3、熟悉医学研究相关的统计方法，熟悉掌握至少一种分析语言R/SAS/SPSS等；4、优秀的执行能力和学习能力；5、拥有良好的沟通技巧和团队合作精神，较强的责任感和进取精神。"
广州智干电子商务科技有限公司,数据分析工程师,3869615,20k-25k,20,25,22.5,3-5年,"五险一金,法定假期,定期体检,员工旅游由于岗位称谓每个公司不尽相同，所以发布职位时同一职位我们会以不同标题发布多条。请仔细阅读职位说明且认真投递简历，勿重复投递（重复投递不会增加面试几率）。【岗位职责】1、负责进行公司运营指标体系的建立、日常管理、分析与展现；2、负责对电商平台相关销售、市场推广、客户行为等业务数据进行有效地分析与挖掘；3、监控竞争对手、行业态势进行研究分析，分析竞品的运营数据；4、对分析结果撰写分析报告，为公司运营活动优化提供数据支持，为领导层提供决策依据；5、分析过程中对所需要的数据支撑形成需求转化，提升公司的数据储备能力；6、能够对关键问题深入分析，并对核心分析思路进行产品化。【我们对您期望】1、数学、统计学本科及以上学历，硕士学历优先考虑；2、有一定的创新能力，在以往的数据分析、挖掘等工作中有自己独特的见解；3、熟悉决策树、时间序列模型、回归分析模型、聚类挖掘、贝叶斯、关联规则挖掘等数据统计模型和挖掘技术，并有独立完整的建模实践经验；4、具有较强数据洞察能力和沟通协调能力，拥有强烈的责任心和团队合作精神；5、具有探索精神，从数据中发现价值用以支持决策。【优先条件】1、拥有电商行业背景、或财务、品类管理背景优先。"
广州棒谷科技股份有限公司,海外推广-数据分析方向,3961691,5k-10k,5,10,7.5,不限,"晋升空间,个人发展,岗位培训,高绩效岗位职责：1.红人合作项目，通过Facebook、YouTube、pinterest、Instagram、tumblr等社交平台开发并维护网络红人资源，跟进推广合作的流程。2.社交媒体运营项目，负责论坛、社区、博客等媒体的运营/维护论坛管理员、博客主、行业权威专家、意见意见领袖的关系，挖掘和分析用户喜好，完成专题策划、编辑制作。3.联盟推广项目，负责国外联盟客户的开发、运营和维护，撰写推广策略及文案，提升联盟项目人气及公司网站知名度。4.dropship推广项目，开发/管理dropship分销渠道，推广平台文案撰写，负责dropship各项活动宣传推广， 策划以及跟进促销活动。任职资格：1.本科以上，英语六级以上，男女不限，有较强的文案书写功底；2.具有较强的电商策划和推广销售能力；3.熟练使用office办公软件，具备数据分析汇总能力，具备独立思考解决问题的能力；4.熟悉国外Facebook,Twitter，ins, Pinterest等热门社交网站或者英语论坛BBS、博客；5.具有良好的团队合作精神和积极乐观的心态，性格开朗，有亲和力；棒谷提供：1.薪酬范围：4-8K（优秀人才可面议）2.专业培训：专业的培训队伍，为每位新入职员工提供系统的技能培训、职业培训、户外拓展2.福利待遇：五险一金/绩效奖金/全勤奖/创新奖/年终奖/入职体检/企业文化活动/拓展培训/优秀团队活动经费/大型年会/达标旅游/节日礼物/下午茶3.带薪假期：带薪年假（5-7天）、国家法定节假日、婚假、产假、丧假等4.人才理念：积极主动、善于学习、乐于分享是我们的选人准则，创造平等的发展机会，利益共享是我们的留人方式  【企业价值观：诚信、奋斗、分享、创新、平等、客户为中心】"
PPmoney互联网金融平台,数据分析师,3207613,10k-20k,10,20,15.0,3-5年,"互联网金融,上市公司,下午茶,健身俱乐部岗位职责：1、负责建立各种客户关系数据挖掘模型、分类预测模型、产品推荐模型，以及和技术部门对接完成模型部署，上线维护；2、利用数据挖掘结果优化客服中心相关系统，例如智能机器人的应用，CRM系统应用；3、基于挖掘结果策划相关数据库营销活动。任职要求：1、具备扎实的统计学知识、数据分析功底以及数据挖掘、机器学习算法能力，至少精通一门数据分析工具，例如SAS,R,MATLAB,WEKA等；2、有一定编码能力（Java/Python/C等），能熟练运用SQL；3、有一定数据挖掘建模经验，能独立完成从业务问题定位到挖掘建模，实施落地全过程；4、学习能力强，有互联网或者金融业相关的数据库营销，挖掘建模等相关经验更佳。"
时代邻里邦,数据分析师,4502359,5k-8k,5,8,6.5,1-3年,"双休,健身房,自助午晚餐,五险一金工作职责1、负责社区业务数据分析模块的经营分析及研究，从而提升业务转化效率；2、挖掘业务流程痛点，协调公司资源进行流程改进，从而提升整体运营效率；3、结合运营需求，进行关键项目的孵化、管理及推动落地工作；4、负责设计研发提升业务作业及管理效率的工具产品，并推动其在运营落地使用；5、通过与运营、业务、产品等各个部门的沟通、协助，整合公司各项资源，推进公司重点业务工作优化落地；6、规范业务场景，并提供标准化的支持，进而搭建运营中心的知识管理体系；7、辅助部门leader，逐渐完善数据分析工作的作业标准。任职资格1、统招本科及以上学历，应用数学、统计学、市场营销类专业，1年以上相关工作经验；2、工具基础良好，熟练掌握excel、PPT、SQL等分析类工具；3、良好的数据敏感度，能够独立进行产品运营相关业务分析、报告撰写等工作；4、有报告演讲、跨部门沟通、培训能力，有解决复杂业务需求的思维和用数据驱动业务落地的能力；5、【加分项】有社区服务、咨询公司工作经验，有数据服务类公司的数据分析经验、对数据驱动业务增长有独到见解。"
健客网,数据分析师,4380179,10k-15k,10,15,12.5,1-3年,"朝阳行业,发展平台大,福利待遇优,大咖团队岗位职责：1. 负责对电商大数据进行分析、建模，帮助完成设计的运营目标，为运营管理提供数据支持及问题反馈；2. 针对价格数据进行挖掘，评估和统计分析，进行图形化展示，提出常规分析报告，专项分析报告及营销改进方案；3. 负责收集市场和行业信息，提出价格问题和解决方案；4. 完成运营中心的数据统计分析（含日报，周报，月报，年报等）；5. 数据分析/应用项目跟进工作，或公司安排的其他工作。 任职要求：1. 数学、统计学本科及以上学历， 1年以上数据分析工作经验；2. 熟练操作EXCEL（常规函数、数据透视表、图标制作等），可以用PPT撰写分析报告；3. 熟悉数据分析理论方法，了解企业数据分析工具；熟悉电商常用模型，购物篮分析，关联分析等优先；（面试时请携带相关数据分析报告）4. 良好的沟通，组织协调能力和主动沟通意识；5. 具有较强的逻辑思维能力和良好的归纳分析能力，对解决具有挑战性问题充满激情；6. 了解基础电商知识，有医药行业或者大型零售行业数据分析经验优先。公司福利：五险一金、团队活动、生日会、节假日福利等；享受法定节假日，带薪年假，年终奖；行业TOP3之一工作，大平台，高速成长的个人发展机会，积极进取的企业文化，与公司共同成长的挑战； 公司工作环境优雅，有健身房，同事关系融洽，定期举行生日派对、聚餐等丰富活动。"
唯品会,资深数据分析,2880550,20k-40k,20,40,30.0,5-10年,"工作环境,团队,贴近业务,技术导向职位描述: 1、对业务部门进行数据需求支持，挖掘分析主题，开展数据分析工作，基于数据分析成果，为管理层和业务部门提供商业策略分析和业务优化建议，持续改进运营效果； 2、优化和完善所属方向的数据分析体系，包括KPI指标体系、报表体系、专题分析体系； 3、作为项目经理，负责项目的方案制定、项目推动与运营，并且指导其他同事在指定的时间里高质量的完成项目 4、提升团队的整体运营水平。  职位要求： 1、有较强的团队沟通协调能力，能独立完成专题分析项目； 2、逻辑思维严密，有很好的分析能力和报告展示能力，有很好商业嗅觉； 3、熟练使用SQL/SAS，熟悉至少一种数据库软件，如：oracle、mysql、sql server等，熟悉hadoop者优先； 4、理工科、市场营销、经济、心理学等相关专业本科以上学历。 5、5年以上数据分析工作经验，零售、互联网背景优先，有商品品类管理、商品或品牌分析或市场投放分析经验者优先。"
新娱加传媒,数据运营/数据分析,4483314,6k-12k,6,12,9.0,3-5年,"五险一金,发展前景好,团队氛围好,扁平管理岗位职责：1、系统性地整理业务运营数据，建构各类业务分析数据报表，解决日常运营需求；2、对业务部门进行数据需求支持，对具体项目或关键问题进行专题分析，输出数据分析报告，为决策层和业务部门提供业务优化建议，持续改进运营效果；3、对接业务数据系统（即酸桃数据系统）需求。任职要求：1、本科以上学历，理工科、数学、统计学等相关专业优先；2、2年以上数据运营工作经验，能独立拆解数据需求，独立完成专题分析项目；3、对业务数据有精准的解读能力，有很好的分析能力和报告展示能力4、具备较强沟通协调能力，能积极了解、思考业务，从业务需求角度梳理数据。"
富力地产,数据分析师,4166354,24k-36k,24,36,30.0,5-10年,"上市公司,购房优惠,酒店内部价,学习氛围浓职责描述：1.负责商品及采购者相关的大数据平台的设计实施工作；2.分析和理解商家、采购、运营各类人员的差异化诉求形成产品解决方案；3.根据业务需求进行数据模型的调研、设计、开发及验证工作，并持续进行模型的优化；4.负责数据模型架构的构建，建立数据抽取、清洗、校验等数据加工流程规范及OLAP多维数据分析模型；5.根据业务分析需求设计业务报表；6.领导交办的其他工作等。"
合众财富,数据分析师,4053095,10k-20k,10,20,15.0,3-5年,"五险一金,周末双休,年终奖,全勤奖工作职责：1、针对用户触达/下载/激活/留存/转化全生态链路，建立可视化数据统计系统；2、负责数据统计平台的搭建，定期输出用户运营数据报告完成数据逻辑和用户行为、用户事件埋点，进行用户行为分析；3、完成归类、标签、分层，最终完成用户画像建模。要求：1、互联网金融2年以上从业经历，或者互联网产品经理相关5年以上从业经历；2、有较强风控意识，及数据敏感度；3、熟悉growingIO，诸葛IO，神策等工具。"
广州棒谷科技股份有限公司,数据分析师,3915208,6k-8k,6,8,7.0,1-3年,"奖金丰厚,绩效奖金,发展空间大,年轻团队【岗位职责】1、对接供应链各部门、OA研发部门和大数据部门，参与供应链各项目前期数据调研和项目结束后的数据验证工作，与业务部门沟通数据需求，撰写需求文档并提交大数据部门跟进开发进度，推动供应链数据产品优化；2、根据供应链各部门业务特点和需求，提供必要的数据支持，达成供应链整体成本、质量、时效最优的目标；3、供应链日常运营数据监控，及时发现采购和供应商管理过程中的异常，反馈到对应部门，跟进处理结果并定期回顾问题解决的效果；4、进行专项数据分析，发现运营改善点和潜在的商业机会，输出建议，为业务部门调整运营策略提供决策依据。【岗位要求】1、熟练使用SQL2、良好的数据敏感性，思维严谨，工作细致。3、优秀的跨部门沟通能力和协调能力，工作积极主动；4、有数据产品工作经历优先5、有供应链数据工作经历优先福利待遇工作时间：单双休 周一~周五：9:00-18:00 周六 9:00-15:30薪资：6K-8K福利：生日会/专业培训/入职体检/全勤/年终奖/绩效奖金/五险一金工作地址广州市白云区白云区景泰街机场东门路01号 豪泉大厦"
道一信息,数据分析师,4335878,8k-16k,8,16,12.0,3-5年,"薪酬高,福利好,领导好,文化好岗位职责：1、建立运营数据分析模型，针对用户、用户行为、渠道等进行监控和统计，提供注册、转化率，流失率等分析，给予运营指导性建议，增强用户黏性； 2、负责策略和活动的日常数据分析和评估，提高运营效率；3、负责用户行为研究，监控不同分层用户的留存和活跃率；4、对管理层和业务部门进行数据需求支持，挖掘分析主题，开展数据分析工作，基于数据分析成果，为管理层和业务部门提供商业策略分析和业务优化建议，持续改进运营效果；5、以数据为依托制定精准营销方案，对线上营销进行数据分析和评估，提供数据报表和改善建议，提升营销效果； 6、定期进行数据分析报告撰写及数据汇报工作。任职要求：1.  本科及以上学历，数学、统计等专业优先考虑；2.  有2年以上数据分析、数据挖掘等相关工作经验；3.  有互联网金融行业数据分析经验、有数据挖掘项目经验、熟练使用数据分析工具者优先；4.  数据敏感度及逻辑能力强，有清晰的思路和数据建模方法论；5.  学习能力和思考能力强，有换位思考和举一反三的能力。"
雪松控股集团有限公司,数据分析师,4108745,10k-20k,10,20,15.0,3-5年,"领导nic,团队有活力,项目挑战性工作内容：1. 充分应用数据分析平台和技术，在对业务需求的充分理解上，进行相应的数据的采集，建模和分析，来形成对业务有价值的洞察2. 对产品和服务相关的用户和运营数据进行收集整理、统计分析、挖掘，建模分析和预测， 来让数据产生业务价值；3. 基于用户行为的分析、建模，利用用户行为模型进行产品的评测和改进；4. 利用数据分析技术进行大规模用户数据挖掘开发与研究，提供效能报告，对市场活动终端体现给予评估，为公司运营决策、产品方向、销售策略提供数据支持。5. 参与、组织客户调研，定期提供行业报告；并与业务部门沟通并推进以上结果6. 协助研发和建设合适企业应用的数据分析工具平台，进行数据分析相关系统的设计、开发工作；7. 协助建立数据采集，清理，存储、利用，展示到终结的生命周期管理任职资格：1、 本科及以上学历，计算机或相关领域专业，3年以上相关工作经验；2、 良好的逻辑思维能力，能够从海量数据中发现有价值的规律，对数据敏感，能够发现关键数据、发现关键问题；3、 有强烈的上进心和求知欲，较强的学习能力和沟通能力，具备良好的团队合作精神。4、 熟悉至少一门编程语言（Java、Python、shell），对数据结构和算法设计有较为深刻的理解；5、 熟练掌握BI、Hive、Hadoop, Storm等体系架构，至少熟练使用一种数理统计、数据分析工具软件；6、 熟悉Linux 操作系统开发环境，熟悉Java，熟悉Python更好；7、精通数据库、数据仓库，对多维分析建模有较深刻的理解。"
尚德机构,数据分析师,4151703,7k-9k,7,9,8.0,1-3年,在线教育工作岗位:1、负责完成数据库资源建设、数据库统计、分析、报告撰写等相关工作；2、按时间要求完成所有项目的内部报表和外部报表、并进行报表数据的整合与管理；3、根据需要，对各项进行数据分析工作，协助进行项目的运营管理；4、呼叫中心各KPI数据的收集、分析、预警、推动业务负责人做不达标KPI改善；5、各类业务数据分析汇总、趋势分析，为流程改善和业务发展提供数据支持。 任职要求：1、大学本科以上学历，以计算机、统计相关专业为主；2、熟练使用Excel，SPSS等相关软件；3、具备半年或者以上的呼叫中心相关工作经验优先；4、具备很强的敬业精神；5、具有良好的问题分析能力、对数字敏感、熟练使用Office和统计工具软件；6、具有良好 的条理性和逻辑。
唯品会,资深数据分析师,3727751,30k-45k,30,45,37.5,5-10年,"大平台,好福利,好领导职位描述:1、对业务部门进行数据需求支持，挖掘分析主题，开展数据分析工作，基于数据分析成果，为业务部门提供商业策略分析和业务优化建议，持续改进运营效果；2、优化和完善所属方向的数据分析体系，包括KPI指标体系、报表体系、专题分析体系；3、作为项目经理，负责项目的方案制定、项目推动与运营，并且指导其他同事在指定的时间里高质量的完成项目;4.负责数据分析产品的设计，带领开发完成方案;5、提升团队的整体运营水平。职位要求：1、有较强的团队沟通协调能力，能独立完成专题分析项目；2、逻辑思维严密，有很好的分析能力和报告展示能力，有很好商业嗅觉；3、熟练使用SQL/SAS，熟悉至少一种数据库软件，如：oracle、mysql、sql server等，熟悉hadoop者优先；4、包括数学，计算机，管理，经营分析等相关专业本科以上学历。5、5年以上数据分析(Data/Business Analytics Experience)工作经验，熟悉商业智能分析的方法论，零售、供应链，互联网背景优先，有商品品类管理、商品或品牌分析或市场投放分析经验者优先。"
大麦电商,数据分析员,4333742,5k-10k,5,10,7.5,1-3年,"五险一金,节日福利,年度体检,定期团建工作内容：1、负责电商营销数据、运营数据、产品数据的分析研究工作；2、负责项目数据的监控和跟踪分析，并对异常情况进行深入分析和提交改善建议 ；3、分析电商行业数据及消费者行为数据，提供营销策略方案；4、制定营销项目的数据跟踪体系、报表体系；任职资格：1、具备2年或以上商业数据/消费者数据分析、数据挖掘的工作经验；2、熟练使用Excel和PPT，会使用Python者优先；3、具备优秀的逻辑分析能力，和报告展示能力；4、学习及沟通能力强，有责任心，能独立完成数据分析项目；5、自我驱动，追求结果导向，有抗压能力，能在截止日期下工作，能同时处理多个项目。"
